EXEC_FULLNAME;CO_PER_ROL;CONAME;TITLEANN;SALARY;BONUS;STOCK_AWARDS;OPTION_AWARDS;AGE;GVKEY;YEAR;BECAMECEO;PCEO;TITLE;GENDER;SICDESC;TICKER;SIC
Steven C. Pollema;61865;TTEC HOLDINGS INC;;304.154;0;749.994;0;57;63417;2017;;;Executive VP & COO of Digital;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Kenneth D. Tuchman;38702;TTEC HOLDINGS INC;Chairman & Chief Executive Officer;1;0;0;0;58;63417;2018;01/03/2001;CEO;Founder, Chairman & CEO;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Regina M. Paolillo;45626;TTEC HOLDINGS INC;Chief Administrative & Financial Officer and Executive Vice President;416.346;400;686.783;0;59;63417;2018;;;Global Chief Operating Officer;FEMALE;BUSINESS SERVICES, NEC;TTEC;7389
Judith A. Hand;45627;TTEC HOLDINGS INC;Chief Revenue Officer;400;0;666.738;0;57;63417;2018;;;Executive VP & Chief Revenue Officer;FEMALE;BUSINESS SERVICES, NEC;TTEC;7389
Martin F. DeGhetto;47327;TTEC HOLDINGS INC;Chief Operating Officer of Customer Management & Customer Growth Services;416.346;0;669.551;0;59;63417;2018;;;Chief Operating Officer of Customer Management & Customer Growth Services;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Margaret B. McLean;59482;TTEC HOLDINGS INC;;369.981;0;312.083;0;55;63417;2018;;;Senior VP, Chief Risk Officer, General Counsel & Corporate Secretary;FEMALE;BUSINESS SERVICES, NEC;TTEC;7389
Steven C. Pollema;61865;TTEC HOLDINGS INC;Senior Vice President of Customer Technology Services;309;0;417.535;0;58;63417;2018;;;Executive VP & COO of Digital;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Kenneth D. Tuchman;38702;TTEC HOLDINGS INC;Founder, Chairman & CEO;1;0;0;0;59;63417;2019;01/03/2001;CEO;Founder, Chairman & CEO;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Regina M. Paolillo;45626;TTEC HOLDINGS INC;Executive VP and Chief Financial & Administrative Officer;425;0;0;0;60;63417;2019;;;Global Chief Operating Officer;FEMALE;BUSINESS SERVICES, NEC;TTEC;7389
Judith A. Hand;45627;TTEC HOLDINGS INC;Executive VP & Chief Revenue Officer;400;0;0;0;58;63417;2019;;;Executive VP & Chief Revenue Officer;FEMALE;BUSINESS SERVICES, NEC;TTEC;7389
Martin F. DeGhetto;47327;TTEC HOLDINGS INC;Chief Operating Officer of Customer Management & Customer Growth Services;425;0;0;0;60;63417;2019;;;Chief Operating Officer of Customer Management & Customer Growth Services;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Margaret B. McLean;59482;TTEC HOLDINGS INC;;375;0;0;0;56;63417;2019;;;Senior VP, Chief Risk Officer, General Counsel & Corporate Secretary;FEMALE;BUSINESS SERVICES, NEC;TTEC;7389
Steven C. Pollema;61865;TTEC HOLDINGS INC;Executive VP & COO of Digital;348.423;0;199.979;0;59;63417;2019;;;Executive VP & COO of Digital;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Jonathan Lerner;63906;TTEC HOLDINGS INC;President of Digital;15.385;0;1000.011;0;52;63417;2019;;;President of Digital;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Kenneth D. Tuchman;38702;TTEC HOLDINGS INC;Founder, Chairman & CEO;1;0;0;0;60;63417;2020;01/03/2001;CEO;Founder, Chairman & CEO;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Regina M. Paolillo;45626;TTEC HOLDINGS INC;Executive VP and Chief Financial & Administrative Officer;425;0;1707.973;0;61;63417;2020;;;Global Chief Operating Officer;FEMALE;BUSINESS SERVICES, NEC;TTEC;7389
Judith A. Hand;45627;TTEC HOLDINGS INC;Executive VP & Chief Revenue Officer;400;0;1376.517;0;59;63417;2020;;;Executive VP & Chief Revenue Officer;FEMALE;BUSINESS SERVICES, NEC;TTEC;7389
Martin F. DeGhetto;47327;TTEC HOLDINGS INC;Chief Operating Officer of Customer Management & Customer Growth Services;434.808;0;333.336;0;61;63417;2020;;;Chief Operating Officer of Customer Management & Customer Growth Services;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Margaret B. McLean;59482;TTEC HOLDINGS INC;Senior VP, Chief Risk Officer, General Counsel & Corporate Secretary;375;0;716.646;0;57;63417;2020;;;Senior VP, Chief Risk Officer, General Counsel & Corporate Secretary;FEMALE;BUSINESS SERVICES, NEC;TTEC;7389
Richard Sean Erickson;66141;TTEC HOLDINGS INC;Global Head of Engage;99.615;50;697.452;0;56;63417;2020;;;Global Head of TTEC Engage Business Segment;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Kenneth D. Tuchman;38702;TTEC HOLDINGS INC;Founder, Chairman & CEO;1;0;0;0;61;63417;2021;01/03/2001;CEO;Founder, Chairman & CEO;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Regina M. Paolillo;45626;TTEC HOLDINGS INC;Global Chief Operating Officer;425;0;1587.546;0;62;63417;2021;;;Global Chief Operating Officer;FEMALE;BUSINESS SERVICES, NEC;TTEC;7389
Judith A. Hand;45627;TTEC HOLDINGS INC;Executive VP & Chief Revenue Officer;400;0;1270.003;0;60;63417;2021;;;Executive VP & Chief Revenue Officer;FEMALE;BUSINESS SERVICES, NEC;TTEC;7389
Margaret B. McLean;59482;TTEC HOLDINGS INC;Senior VP, Chief Risk Officer, General Counsel & Corporate Secretary;375;0;555.595;0;58;63417;2021;;;Senior VP, Chief Risk Officer, General Counsel & Corporate Secretary;FEMALE;BUSINESS SERVICES, NEC;TTEC;7389
Richard Sean Erickson;66141;TTEC HOLDINGS INC;Global Head of TTEC Engage Business Segment;363.462;0;267.481;0;57;63417;2021;;;Global Head of TTEC Engage Business Segment;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Dustin J. Semach;67696;TTEC HOLDINGS INC;Chief Financial Officer;380.77;0;112.491;0;40;63417;2021;;;Chief Financial Officer;MALE;BUSINESS SERVICES, NEC;TTEC;7389
Maurice Marciano;36076;GUESS INC;;1011.538;0;313.723;550.312;;63447;2006;15/11/1999;;Founder;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;;1115.385;0;764.462;468.793;;63447;2006;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Carlos E. Alberini;36078;GUESS INC;;603.077;0;66.538;234.626;;63447;2006;20/02/2019;CEO;CEO & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Stephen L. Pearson;36079;GUESS INC;;447.769;225;205.17;227.03;;63447;2006;;;former executive vp & chief supply chain officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Dennis R. Secor;36080;GUESS INC;;185.069;0;86.449;66.862;;63447;2006;;;Chief Financial Officer, Chief Accounting Officer and Senior Vice President;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Michael Relich;38016;GUESS INC;;385.69;0;185.916;98.513;;63447;2006;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Maurice Marciano;36076;GUESS INC;chairman;1000;0;1644.4;798;59;63447;2007;15/11/1999;;Founder;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;vice chairman & CEO;1000;0;986.64;478.8;56;63447;2007;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Carlos E. Alberini;36078;GUESS INC;president & chief operating officer;659.423;0;8058.2;399;52;63447;2007;20/02/2019;CEO;CEO & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Stephen L. Pearson;36079;GUESS INC;former executive vp & chief supply chain officer;464.923;0;217.351;204.783;53;63447;2007;;;former executive vp & chief supply chain officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Dennis R. Secor;36080;GUESS INC;senior vp & chief finance officer;334.546;0;98.664;27.93;45;63447;2007;;;Chief Financial Officer, Chief Accounting Officer and Senior Vice President;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Michael Relich;38016;GUESS INC;;364.352;0;1194.172;61.845;47;63447;2007;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Maurice Marciano;36076;GUESS INC;chairman;1000;0;2431.11;1140.42;60;63447;2008;15/11/1999;;Founder;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;vice chairman & CEO;1000;0;846.51;569.38;57;63447;2008;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Carlos E. Alberini;36078;GUESS INC;president & chief operating officer;800;0;1105.05;415;53;63447;2008;20/02/2019;CEO;CEO & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Dennis R. Secor;36080;GUESS INC;senior vp & chief finance officer;352.492;70;333.6;412.8;46;63447;2008;;;Chief Financial Officer, Chief Accounting Officer and Senior Vice President;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Michael Relich;38016;GUESS INC;senior vp & chief information officer;386.154;80;225.18;425.578;48;63447;2008;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Maurice Marciano;36076;GUESS INC;Founder and Chairman of the Board;49.45;0;0;1598.4;61;63447;2009;15/11/1999;;Founder;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;Vice Chairman and Chief Executive Officer;1000;0;0;1420.8;58;63447;2009;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Carlos E. Alberini;36078;GUESS INC;President, Chief Operating Officer and Director;800;0;0;799.2;54;63447;2009;20/02/2019;CEO;CEO & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Dennis R. Secor;36080;GUESS INC;Chief Financial Officer, Chief Accounting Officer and Senior Vice President;350;0;0;610.8;47;63447;2009;;;Chief Financial Officer, Chief Accounting Officer and Senior Vice President;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Michael Relich;38016;GUESS INC;Chief Information Officer and Senior Vice President;394.5;0;0;660.618;49;63447;2009;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Maurice Marciano;36076;GUESS INC;Founder and Chairman of the Board;1000;0;2343.777;1047.582;62;63447;2010;15/11/1999;;Founder;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;Vice Chairman and Chief Executive Officer;1000;0;1461.865;523.019;59;63447;2010;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Carlos E. Alberini;36078;GUESS INC;Director;366.154;0;1006.53;339.423;55;63447;2010;20/02/2019;CEO;CEO & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Dennis R. Secor;36080;GUESS INC;Chief Financial Officer, Chief Accounting Officer and Senior Vice President;420;0;203.703;66.342;48;63447;2010;;;Chief Financial Officer, Chief Accounting Officer and Senior Vice President;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Michael Relich;38016;GUESS INC;Chief Information Officer and Senior Vice President;451.731;0;227.668;74.056;50;63447;2010;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
J. Michael Prince;44528;GUESS INC;Chief Operating Officer;96.3;40;413;327.693;40;63447;2010;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Maurice Marciano;36076;GUESS INC;Founder;1000;1400;5234.461;3174.723;63;63447;2011;15/11/1999;;Founder;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;Vice Chairman and Chief Executive Officer;1000;0;1477.82;539.897;60;63447;2011;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Dennis R. Secor;36080;GUESS INC;Chief Financial Officer, Chief Accounting Officer and Senior Vice President;447.115;0;245.007;81.655;49;63447;2011;;;Chief Financial Officer, Chief Accounting Officer and Senior Vice President;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Michael Relich;38016;GUESS INC;Chief Information Officer and Executive Vice President;451.817;0;167.227;87.749;51;63447;2011;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
J. Michael Prince;44528;GUESS INC;Chief Operating Officer;450;0;0;121.873;41;63447;2011;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;Co-Founder, Vice Chairman and Chief Executive Officer;1019.231;0;1379.4;513.374;61;63447;2012;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Dennis R. Secor;36080;GUESS INC;Chief Financial Officer, Chief Accounting Officer and Senior Vice President;467.647;0;759.48;91.674;50;63447;2012;;;Chief Financial Officer, Chief Accounting Officer and Senior Vice President;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Michael Relich;38016;GUESS INC;Chief Information Officer and Executive Vice President;458.654;0;816;91.674;52;63447;2012;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
J. Michael Prince;44528;GUESS INC;Chief Operating Officer;415.519;0;878.7;91.674;42;63447;2012;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Chet Kuchinad;47746;GUESS INC;Chief People Officer;455.192;0;741.9;186.9;54;63447;2012;;;Chief People Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Nigel Kershaw;47747;GUESS INC;Interim Chief Financial Officer, Interim Principal Accounting Officer, Vice President of Finance & Accounting and Treasurer;305.769;50;345.3;55.004;42;63447;2012;;;Interim Chief Financial Officer, Interim Principal Accounting Officer, Vice President of Finance & Accounting and Treasurer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;Co-Founder, Vice Chairman and Chief Executive Officer;1500;0;9184.218;434.396;62;63447;2013;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Michael Relich;38016;GUESS INC;Chief Operating Officer;498.903;0;819.092;303.127;53;63447;2013;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Chet Kuchinad;47746;GUESS INC;Chief People Officer;321.912;0;218.892;81.079;55;63447;2013;;;Chief People Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Nigel Kershaw;47747;GUESS INC;Interim Chief Financial Officer, Interim Principal Accounting Officer, Vice President of Finance & Accounting and Treasurer;175.345;0;150.96;59.182;43;63447;2013;;;Interim Chief Financial Officer, Interim Principal Accounting Officer, Vice President of Finance & Accounting and Treasurer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Sharleen Ernster Lazear;49501;GUESS INC;Chief Design Officer;454.327;137.5;625.2;227.775;44;63447;2013;;;Chief Design Officer;FEMALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Sandeep Reddy;49502;GUESS INC;Chief Financial Officer and Chief Accounting Officer;331.077;120;330.45;151.38;43;63447;2013;;;Chief Financial Officer and Chief Accounting Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;Co-Founder, Vice Chairman and Chief Executive Officer;1500;0;7235.242;0;63;63447;2014;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Michael Relich;38016;GUESS INC;Chief Operating Officer;580.192;0;350.537;114.869;54;63447;2014;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Sharleen Ernster Lazear;49501;GUESS INC;Chief Design Officer;405.179;337.5;72.425;70.302;45;63447;2014;;;Chief Design Officer;FEMALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Sandeep Reddy;49502;GUESS INC;Chief Financial Officer and Chief Accounting Officer;430.193;0;191.202;63.398;44;63447;2014;;;Chief Financial Officer and Chief Accounting Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;Executive Chairman, Co-Founder and Chief Creative Officer;1500;0;6500;0;64;63447;2015;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Michael Relich;38016;GUESS INC;Chief Operating Officer;637.692;0;220.099;75.031;55;63447;2015;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Sandeep Reddy;49502;GUESS INC;Chief Financial Officer and Chief Accounting Officer;506.538;0;158.253;62.707;45;63447;2015;;;Chief Financial Officer and Chief Accounting Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Victor Herrero;53449;GUESS INC;Chief Executive Officer and Director;687.692;2000;8012;2278.44;47;63447;2015;01/08/2015;;CEO & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;Co-Founder, Executive Chairman and Chief Creative Officer;570;0;3469.995;0;65;63447;2016;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Michael Relich;38016;GUESS INC;Chief Operating Officer;259.406;0;391.248;130.136;56;63447;2016;;;Chief Operating Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Sandeep Reddy;49502;GUESS INC;Chief Financial Officer and Chief Accounting Officer;525;0;736.003;105.035;46;63447;2016;;;Chief Financial Officer and Chief Accounting Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Victor Herrero;53449;GUESS INC;Chief Executive Officer and Director;1200;0;2799.996;0;48;63447;2016;01/08/2015;;CEO & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;Co-Founder, Executive Chairman & Chief Creative Officer;950;0;3470.023;0;66;63447;2017;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Sandeep Reddy;49502;GUESS INC;Chief Financial Officer and Chief Accounting Officer;525;0;735.277;51.528;47;63447;2017;;;Chief Financial Officer and Chief Accounting Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Victor Herrero;53449;GUESS INC;CEO & Director;1200;0;3800.018;0;49;63447;2017;01/08/2015;;CEO & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;Co-Founder, Executive Chairman & Chief Creative Officer;661.346;0;3470.032;0;67;63447;2018;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Sandeep Reddy;49502;GUESS INC;Chief Financial Officer and Chief Accounting Officer;650;0;1142.616;157.116;48;63447;2018;;;Chief Financial Officer and Chief Accounting Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Victor Herrero;53449;GUESS INC;CEO & Director;1200;0;3800.022;0;50;63447;2018;01/08/2015;;CEO & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;Chief Creative Officer & Director;950;0;3000.003;0;68;63447;2019;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Carlos E. Alberini;36078;GUESS INC;CEO & Director;1121.539;1000;8552;4035.54;64;63447;2019;20/02/2019;CEO;CEO & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Sandeep Reddy;49502;GUESS INC;Chief Financial Officer and Chief Accounting Officer;552.746;0;0;601.145;49;63447;2019;;;Chief Financial Officer and Chief Accounting Officer;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Kathryn Low Anderson;64281;GUESS INC;Chief Financial Officer;84.615;500;1339.8;865.852;37;63447;2019;;;Chief Financial Officer;FEMALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;Chief Creative Officer & Director;870.385;3150;3000.002;1508.216;69;63447;2020;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Carlos E. Alberini;36078;GUESS INC;CEO & Director;941.539;0;2300.005;1508.216;65;63447;2020;20/02/2019;CEO;CEO & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Kathryn Low Anderson;64281;GUESS INC;Chief Financial Officer;499.231;0;412.505;414.759;38;63447;2020;;;Chief Financial Officer;FEMALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Paul Marciano;36077;GUESS INC;Co-Founder, Chief Creative Officer & Director;1200;0;4500.012;0;70;63447;2021;15/11/1999;;Co-Founder, Chief Creative Officer & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Carlos E. Alberini;36078;GUESS INC;CEO & Director;1200;0;10861.253;0;66;63447;2021;20/02/2019;CEO;CEO & Director;MALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Kathryn Low Anderson;64281;GUESS INC;Chief Financial Officer;550;0;825.006;0;39;63447;2021;;;Chief Financial Officer;FEMALE;WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR;GES;2330
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;;479.167;73.806;-1;-1;;63781;2001;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;;272.917;44.848;-1;-1;;63781;2001;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;;189.167;14.123;-1;-1;;63781;2001;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
Robert F. Key;27731;WINTRUST FINANCIAL CORP;;207.333;18.14;-1;-1;;63781;2001;;;executive vp-marketing;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;;498.333;145;-1;-1;;63781;2002;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;;300.208;90.625;-1;-1;;63781;2002;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;;224.375;43.5;-1;-1;;63781;2002;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
Robert F. Key;27731;WINTRUST FINANCIAL CORP;;215.792;45.675;-1;-1;;63781;2002;;;executive vp-marketing;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;;156.667;40.525;-1;-1;;63781;2002;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;president & CEO;591.667;145;-1;-1;50;63781;2003;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;senior executive vp & chief operating officer;391.875;90.625;-1;-1;43;63781;2003;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;executive vp & chief credit officer;233.917;44.351;-1;-1;44;63781;2003;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
Robert F. Key;27731;WINTRUST FINANCIAL CORP;executive vp-marketing;222.458;44.225;-1;-1;49;63781;2003;;;executive vp-marketing;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;executive vp & chief finance officer;171.05;36.25;-1;-1;44;63781;2003;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;president & CEO;622.917;0;-1;-1;51;63781;2004;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;senior executive vp & chief operating officer;422.917;0;-1;-1;44;63781;2004;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;executive vp & chief credit officer;241.375;0;-1;-1;45;63781;2004;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
Robert F. Key;27731;WINTRUST FINANCIAL CORP;executive vp-marketing;227.583;0;-1;-1;50;63781;2004;;;executive vp-marketing;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;executive vp & chief finance officer;177.467;35.84;-1;-1;45;63781;2004;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
Edward Joseph Wehmer;27728;WINTRUST FINANCIAL CORP;president & CEO;647.917;0;-1;-1;52;63781;2005;01/05/1998;CEO;Founder, CEO & Director;MALE;COMMERCIAL BANKS;WTFC;6020
David Alan Dykstra;27729;WINTRUST FINANCIAL CORP;senior executive vp & chief operating officer;447.917;0;-1;-1;45;63781;2005;;;Vice Chairman & COO;MALE;COMMERCIAL BANKS;WTFC;6020
Richard B. Murphy;27730;WINTRUST FINANCIAL CORP;executive vp & chief credit officer;253;0;-1;-1;46;63781;2005;;;Vice Chairman & Chief Lending Officer;MALE;COMMERCIAL BANKS;WTFC;6020
Robert F. Key;27731;WINTRUST FINANCIAL CORP;executive vp-marketing;235.333;0;-1;-1;51;63781;2005;;;executive vp-marketing;MALE;COMMERCIAL BANKS;WTFC;6020
David L. Stoehr;27732;WINTRUST FINANCIAL CORP;executive vp & chief finance officer;189;0;-1;-1;46;63781;2005;;;Executive VP & CFO;MALE;COMMERCIAL BANKS;WTFC;6020
John S. Fleshood;31160;WINTRUST FINANCIAL CORP;executive vp-risk management;109.333;33.345;-1;-1;43;63781;2005;;;Executive Vice President of Risk Management;MALE;COMMERCIAL BANKS;WTFC;6020
